"";"Kode.Dagri";"Kode.BPS";"Kode.Geo";"Nama.Provinsi";"Nama.Kabupaten.Kota";"IRBI.2017";"IRBI.2018";"IRBI.2019";"IRBI.2020";"IRBI.2021";"IRBI.2022";"Y_2017";"Y_2018";"Y_2019";"Y_2020";"Y_2021";"Y_2022";"korel"
"307";5315;5315;241600;"Nusa Tenggara Timur";"Manggarai Barat";168,4;163,57;163,57;163,57;165,02;120,36;0;51,1;54,4;49,1;49,8;51,9;-0,309271775927037
"308";5316;5318;241700;"Nusa Tenggara Timur";"Nagekeo";156;156;156;156;156;0;0;36,3;38,2;37,8;40,2;40,5;-0,257797724887783
"309";5317;5316;241800;"Nusa Tenggara Timur";"Sumba Tengah";118,8;118,8;118,8;118,8;118,8;101,32;0;20,9;38,6;40,7;41,9;38,3;-0,242635422553109
"310";5318;5317;241900;"Nusa Tenggara Timur";"Sumba Barat Daya";138;138;138;138;138;0;0;26,2;26,3;24,4;33,7;37,2;-0,471559562571508
"311";5319;5319;242000;"Nusa Tenggara Timur";"Manggarai Timur";166,8;166,8;166,8;166,8;166,8;133,91;0;44,4;44,2;41,6;42,8;47,2;-0,284555632004517
"312";5320;5320;242100;"Nusa Tenggara Timur";"Sabu Raijua";102,4;102,4;102,4;102,4;102,4;0;0;41,5;33,7;38;56,1;50,4;-0,342394340567483
"313";5321;5321;242200;"Nusa Tenggara Timur";"Malaka";136,13;136,13;136,13;136,13;157,47;168,84;0;38,7;37,2;50,7;43,3;37,4;0,219707507691395
"314";5371;5371;246000;"Nusa Tenggara Timur";"Kota Kupang";95,38;99,36;94,2;94,2;98,53;103,05;0;44,9;42,8;41,8;56,6;48;0,401931771294831
"315";6101;6101;130100;"Kalimantan Barat";"Sambas";180,4;172,2;172,2;172,2;172,2;112,9;0;23,54;24,94;26,2;27,16;25,78;-0,335660200744585
"316";6102;6104;130200;"Kalimantan Barat";"Mempawah";180,4;180,4;180,4;180,4;172,22;153,25;0;31,87;31,45;33,83;34,06;32,22;-0,261455215433857
"317";6103;6105;130300;"Kalimantan Barat";"Sanggau";131,6;131,6;131,6;131,6;131,6;113,65;0;25,63;28,04;26,03;23,65;26,88;-0,236222957521854
"318";6104;6106;130600;"Kalimantan Barat";"Ketapang";124,15;124,47;124,47;124,47;124,47;0;0;29,47;33,07;33,56;38,77;37,7;-0,299912633951786
"319";6105;6107;130400;"Kalimantan Barat";"Sintang";125,56;123,26;123,26;123,26;123,26;156,4;0;25,12;28,61;26,68;26,89;28,67;0,196608925827146
"320";6106;6108;130500;"Kalimantan Barat";"Kapuas Hulu";129,23;129,23;129,23;129,23;139,42;151,13;0;24,59;26,08;29,02;30,08;28,81;0,376184320151269
"321";6107;6102;130800;"Kalimantan Barat";"Bengkayang";153,95;134,33;134,33;134,33;117,31;140,27;0;28,18;29,98;28,37;29,99;29,72;-0,76682641210149
"322";6108;6103;130900;"Kalimantan Barat";"Landak";107,13;100,64;100,64;100,64;109,93;114,89;0;37,96;35,86;37,33;41,02;34,11;-0,140792067243105
"323";6109;6109;131000;"Kalimantan Barat";"Sekadau";142;142;142;142;142;108,56;0;29,44;27,97;29,77;31,59;30,54;-0,226150591493049
"324";6110;6110;131100;"Kalimantan Barat";"Melawi";132,4;132,4;132,4;132,4;132,4;132,4;0;24,02;26,95;27,88;30,72;29,26;NA
"325";6111;6111;131200;"Kalimantan Barat";"Kayong Utara";168,4;168,4;168,4;168,4;167,26;111,61;0;26,5;27,65;31,71;37,17;33,61;-0,284092864741117
"326";6112;6112;131300;"Kalimantan Barat";"Kubu Raya";168,4;168,4;168,4;168,4;168,4;0;0;28,59;29,85;30,68;30,22;29,93;-0,20272490411509
"327";6171;6171;136000;"Kalimantan Barat";"Kota Pontianak";92,87;85,66;85,66;85,66;85,66;0;0;32,33;27,5;37,14;36,97;34,51;-0,297361274821201
"328";6172;6172;136100;"Kalimantan Barat";"Kota Singkawang";144,19;145,82;145,82;145,82;155,47;178;0;32,06;33,76;38,72;38,05;36,6;0,353252384382103
"329";6201;6201;140500;"Kalimantan Tengah";"Kotawaringin Barat";144,4;144,4;144,4;144,4;133,58;92,74;0;32,23;29,65;33,89;38,22;28,68;-0,142066048212672
"330";6202;6202;140400;"Kalimantan Tengah";"Kotawaringin Timur";156,4;156,4;156,4;156,4;156,4;103,91;0;33,22;28,69;29,71;29,39;28,96;-0,157209896666465
"331";6203;6203;140100;"Kalimantan Tengah";"Kapuas";123,33;123,33;123,33;123,33;140,09;126,29;0;41,09;32,82;33,05;31,83;34,89;0,134967101123766
"332";6204;6204;140200;"Kalimantan Tengah";"Barito Selatan";120,4;120,4;120,4;120,4;120,4;90,87;0;33,62;28,64;30,6;26,94;30,93;-0,227420492193669
"333";6205;6205;140300;"Kalimantan Tengah";"Barito Utara";120,4;120,4;120,4;120,4;117,57;99,85;0;27,96;26,28;16,88;27,53;28,64;-0,367266532515484
"334";6206;6209;140600;"Kalimantan Tengah";"Katingan";163,2;163,2;163,2;163,2;163,2;144,89;0;30,3;27,33;27,29;26,06;27,7;-0,196950692710094
"335";6207;6208;140700;"Kalimantan Tengah";"Seruyan";144,4;144,4;144,4;144,4;144,4;117,32;0;22,37;24,74;21,72;24,57;26,19;-0,309638977530079
"336";6208;6206;140800;"Kalimantan Tengah";"Sukamara";144,4;144,4;144,4;144,4;144,4;130,8;0;23,69;28,87;22,52;32,75;35,81;-0,454631239820953
"337";6209;6207;140900;"Kalimantan Tengah";"Lamandau";93,2;93,2;93,2;93,2;93,2;62,11;0;31,4;35,56;20,42;40,5;24,04;0,0435002060516502
"338";6210;6211;141000;"Kalimantan Tengah";"Gunung Mas";139,2;139,2;139,2;139,2;139,2;139,2;0;22,27;24,51;21,92;25,37;25,11;NA
"339";6211;6210;141100;"Kalimantan Tengah";"Pulang Pisau";168,4;168,4;168,4;168,4;146,47;81,99;0;32,33;30,59;30,95;29,62;31,91;-0,272837416882306
"340";6212;6212;141200;"Kalimantan Tengah";"Murung Raya";120,4;120,4;120,4;120,4;120,4;120,4;0;31,32;30,93;24,35;34,5;34,15;NA
"341";6213;6213;141300;"Kalimantan Tengah";"Barito Timur";120,4;120,4;120,4;120,4;116,65;82,81;0;15,68;17,52;23,2;16,88;22,58;-0,395499586966565
"342";6271;6271;146000;"Kalimantan Tengah";"Kota Palangkaraya";112,05;103,5;99,29;99,29;94,57;87,35;0;32,73;32,23;0;28,99;31,4;-0,563947214324923
"343";6301;6301;150200;"Kalimantan Selatan";"Tanah Laut";178;178;178;178;178;105,76;0;33,45;41,37;39,23;37,91;36,79;-0,167058098765246
"344";6302;6302;150900;"Kalimantan Selatan";"Kotabaru";159,7;158,79;158,79;158,79;172,71;137,55;0;39,49;31,81;32,39;37,31;40,63;-0,173382700501799
"345";6303;6303;150100;"Kalimantan Selatan";"Banjar";176,4;176,4;176,4;176,4;165,12;116,11;0;33,91;31,84;37,6;38,45;34,73;-0,239349890868644
"346";6304;6304;150300;"Kalimantan Selatan";"Barito Kuala";179,68;155,45;155,45;155,45;155,96;104,89;0;39,3;32,21;35,7;35,26;32,55;-0,489207806389882
"347";6305;6305;150400;"Kalimantan Selatan";"Tapin";140,4;140,4;140,4;140,4;128,79;68,52;0;44,21;40,04;39,51;39,94;39,46;-0,197083885143316
"348";6306;6306;150500;"Kalimantan Selatan";"Hulu Sungai Selatan";152,4;152,4;152,4;152,4;150;120,96;0;44,65;40,37;43,78;43,21;46,19;-0,286407326752668
"349";6307;6307;150600;"Kalimantan Selatan";"Hulu Sungai Tengah";140,4;140,4;140,4;140,4;133,87;106,77;0;52,3;46,05;43,98;49,92;47,28;-0,235143513647625
"350";6308;6308;150700;"Kalimantan Selatan";"Hulu Sungai Utara";128,4;128,4;128,4;128,4;126;120,4;0;39,69;52,66;54,46;45,88;46,18;-0,201556626635029
"351";6309;6309;150800;"Kalimantan Selatan";"Tabalong";152,4;152,4;152,4;152,4;149,03;85,8;0;45,52;40,62;37,13;44,42;44,01;-0,258701240696603
"352";6310;6310;151100;"Kalimantan Selatan";"Tanah Bumbu";155,6;155,6;155,6;155,6;143,94;81,39;0;49,19;46,02;41,44;38;40,03;-0,127625703441248
"353";6311;6311;151000;"Kalimantan Selatan";"Balangan";147,2;147,2;147,2;139,89;133,77;108,43;0;35,29;39,36;35,01;38,16;36,05;-0,299281853898155
"354";6371;6371;156000;"Kalimantan Selatan";"Kota Banjarmasin";96,4;96,4;96,4;96,4;96,4;55,38;0;41,3;43,25;39,95;38,97;32,79;-0,00238829433939492
"355";6372;6372;156100;"Kalimantan Selatan";"Kota Banjarbaru";108;108;108;108;108;67,29;0;38,07;36,66;30,22;31,81;32,58;-0,150879975774157
"356";6401;6401;160100;"Kalimantan Timur";"Paser";196,4;196,4;196,4;196,4;196,4;196,4;0;38,13;37,08;40,83;39,56;37,67;NA
"357";6402;6403;160200;"Kalimantan Timur";"Kutai Kartanegara";129,84;124,79;124,79;119,16;119,16;113,17;0;46,34;38,65;34,72;37,79;37,86;-0,557672463383584
"358";6403;6405;160300;"Kalimantan Timur";"Berau";202,4;202,4;202,4;202,4;202,4;155,64;0;30,34;35,08;36,14;38,85;35,07;-0,195542733402554
"359";6407;6402;160900;"Kalimantan Timur";"Kutai Barat";156,4;156,4;156,4;156,4;156,4;147,23;0;27,53;32,87;23,48;38,29;27,85;-0,105096564849611
"360";6408;6404;161000;"Kalimantan Timur";"Kutai Timur";190;190;190;190;190;161,91;0;35,82;35,07;34,3;35,84;35,69;-0,211568896544772
"361";6409;6409;161100;"Kalimantan Timur";"Penajam Paser Utara";160,4;160,4;160,4;158,32;151,67;122,74;0;34,32;31,68;33,77;31,2;32,39;-0,243617290914821
"362";6411;6411;161200;"Kalimantan Timur";"Mahakam Ulu";156,4;156,4;156,4;156,4;156,4;156,4;0;20,5;32,35;23,29;40,14;24,29;NA
"363";6471;6471;166100;"Kalimantan Timur";"Kota Balikpapan";108,14;108,14;108,14;108,14;123,46;81,24;0;30;29,77;35,46;34,49;34,66;-0,0928894263559961
"364";6472;6472;166000;"Kalimantan Timur";"Kota Samarinda";110,35;109,95;102,94;102,94;101,05;73,47;0;41,12;35,67;38,44;42,82;39,5;-0,35904815104028
"365";6474;6474;166300;"Kalimantan Timur";"Kota Bontang";150;150;150;150;135,89;92,15;0;32,47;39,25;40,47;42,55;39,98;-0,306827416584755
"366";6501;6502;340200;"Kalimantan Utara";"Bulungan";184,4;184,4;184,4;184,4;173,85;0;0;33,17;29,14;33,42;32,9;34,79;-0,289216560435008
"367";6502;6501;340100;"Kalimantan Utara";"Malinau";124,4;124,4;124,4;124,4;155,85;0;0;30,69;33,39;32,03;29,76;35,07;-0,256545156369384
"368";6503;6504;340500;"Kalimantan Utara";"Nunukan";173,2;169,32;169,32;169,32;170,49;0;0;33,89;35,7;37,05;36,85;36,62;-0,239032195763465
"369";6504;6503;340300;"Kalimantan Utara";"Tana Tidung";174,8;174,8;174,8;174,8;169,79;169,86;0;30,02;25,91;25,56;28,01;30,35;-0,391795203222884
"370";6571;6571;346000;"Kalimantan Utara";"Kota Tarakan";122,9;115,18;115,18;115,18;115,18;107,69;0;31,07;39,47;19,04;26,15;31,36;-0,726629205316537
"371";7101;7101;170100;"Sulawesi Utara";"Bolaang Mongondow";149,6;149,6;149,6;149,6;121,75;71,06;0;45,82;44,8;39,7;38,2;41,75;-0,221912427508118
"372";7102;7102;170200;"Sulawesi Utara";"Minahasa";212,4;205,5;205,5;205,5;199,4;180,88;0;58,18;43,38;45,26;47,91;47,96;-0,45592494281389
"373";7103;7103;170300;"Sulawesi Utara";"Kepulauan Sangihe";145,78;146,47;132,74;132,74;137,34;0;0;36,49;43,26;46,67;39,29;0;0,562958396225211
"374";7104;7104;170400;"Sulawesi Utara";"Kepulauan Talaud";102,8;102,8;102,8;102,8;102,8;93,97;0;35,23;43,74;40,03;38,31;0;0,626739312670651
"375";7105;7105;170500;"Sulawesi Utara";"Minahasa Selatan";164,47;143,59;143,59;143,59;134,8;126,73;0;42,49;43,33;34,83;36,58;42,14;-0,83309134164615
"376";7106;7106;170600;"Sulawesi Utara";"Minahasa Utara";138,99;119,84;119,84;119,84;125,31;134,42;0;40,75;46,12;40,85;40,07;41,44;-0,75117675283434
"377";7107;7109;171000;"Sulawesi Utara";"Minahasa Tenggara";195,2;195,2;195,2;195,2;185,08;150,76;0;45,23;44,66;39,2;34,31;42,56;-0,23782684428891
"378";7108;7107;170800;"Sulawesi Utara";"Bolaang Mongondow Utara";144;144;144;144;144;144;0;44,42;45,04;40,87;31,57;39,72;NA
"379";7109;7108;170900;"Sulawesi Utara";"Kepulauan Siau Tagulandang Biaro";179,2;179,2;179,2;179,2;155,86;96,17;0;0;0;0;0;0;NA
"380";7110;7111;171100;"Sulawesi Utara";"Bolaang Mongondow Timur";157,6;157,6;157,6;157,6;148,45;104,28;0;41,57;44,61;43,62;43,2;46,85;-0,314083637450225
"381";7111;7110;171200;"Sulawesi Utara";"Bolaang Mongondow Selatan";149,6;149,6;149,6;149,6;149,6;123,67;0;38;46,16;43,41;39,41;41,28;-0,186597057894809
"382";7171;7171;176000;"Sulawesi Utara";"Kota Manado";113,67;107,89;107,89;107,89;100,26;69,23;0;33,51;37,94;0;0;0;0,32183890794526
"383";7172;7172;176100;"Sulawesi Utara";"Kota Bitung";144,37;125,28;109,23;109,23;100,69;86,76;0;43,47;43,52;40,7;38,41;41,42;-0,737941058233838
"384";7173;7173;176200;"Sulawesi Utara";"Kota Tomohon";119,2;119,2;119,2;119,2;119,2;93,7;0;47,1;59,04;44,84;52,91;52,33;-0,219354837527417
"385";7174;7174;176300;"Sulawesi Utara";"Kota Kotamobagu";76;76;76;76;74,83;58,41;0;42,09;45,49;37,56;44,41;46,73;-0,310175534425565
"386";7201;7202;180400;"Sulawesi Tengah";"Banggai";163,2;163,2;163,2;163,2;163,2;163,2;0;39,2;43,58;42,12;43,46;38,98;NA
"387";7202;7204;180300;"Sulawesi Tengah";"Poso";125;132,24;121,14;121,14;118,85;124,18;0;52,15;49,26;39,3;43,14;42,46;0,0368661007519096
"388";7203;7205;180200;"Sulawesi Tengah";"Donggala";172,27;157,13;157,13;157,13;166,75;0;0;45,6;40,82;48,29;46,64;46,34;-0,290214858318704
"389";7204;7206;180600;"Sulawesi Tengah";"Toli Toli";159,2;159,2;159,2;159,2;159,2;120,88;0;46,34;44,98;56,04;47,54;44,22;-0,107046495031343
"390";7205;7207;180500;"Sulawesi Tengah";"Buol";149,6;149,6;149,6;149,6;149,6;149,6;0;42,43;53,85;41,57;41,43;37,15;NA
"391";7206;7203;180700;"Sulawesi Tengah";"Morowali";177,2;177,2;173,8;173,8;174,82;177,2;0;43,09;42,76;45,6;50,7;42,71;-0,482246115724325
"392";7207;7201;180100;"Sulawesi Tengah";"Banggai Kepulauan";163,2;163,2;163,2;163,2;163,2;163,2;0;46,05;45,4;45,23;37,54;34,06;NA
"393";7208;7208;180800;"Sulawesi Tengah";"Parigi Moutong";116,48;108,39;108,39;108,39;108,39;89,31;0;39,3;40,9;45,81;52,7;47,49;-0,569641107490771
"394";7209;7209;180900;"Sulawesi Tengah";"Tojo Una Una";137,6;137,6;137,6;137,6;137,6;137,6;0;50,03;47,92;44,2;40,79;41,96;NA
"395";7210;7210;181000;"Sulawesi Tengah";"Sigi";49,79;52,16;48,13;48,13;51;56,76;0;45,36;43,71;44,81;50,55;48,49;0,254331085388648
"396";7211;7211;181100;"Sulawesi Tengah";"Banggai Laut";163,2;163,2;163,2;163,2;163,2;0;0;45,6;45,02;0;0;0;0,316218050875551
"397";7212;7212;181200;"Sulawesi Tengah";"Morowali Utara";177,2;177,2;177,2;177,2;174,82;177,2;0;0;0;44,17;44,42;40,67;-0,474144105674995
"398";7271;7271;186000;"Sulawesi Tengah";"Kota Palu";162,7;162,7;162,7;162,7;168,25;112,17;0;42,91;42,64;43,89;45,72;45,6;-0,206453978847713
"399";7301;7301;191300;"Sulawesi Selatan";"Kepulauan Selayar";155,2;155,2;155,2;155,2;155,2;141,59;0;46,47;39,16;46,43;66,46;41,98;-0,04251787889512
"400";7302;7302;191100;"Sulawesi Selatan";"Bulukumba";163,2;163,2;163,2;163,2;163,2;163,2;0;50,62;46,28;43,09;49,2;48,44;NA
"401";7303;7303;191000;"Sulawesi Selatan";"Bantaeng";114,57;107,73;107,73;107,73;102,2;89,67;0;50,78;49,61;51,35;53,21;54,09;-0,611599024125975
"402";7304;7304;190500;"Sulawesi Selatan";"Jeneponto";151,2;151,2;151,2;151,2;151,2;151,2;0;55,78;47,14;45,32;56,25;46,98;NA
"403";7305;7305;190400;"Sulawesi Selatan";"Takalar";135,04;135,04;135,04;135,04;131,33;121,53;0;42,45;43,4;38,61;36,84;41,74;-0,259474279233662
"404";7306;7306;190300;"Sulawesi Selatan";"Gowa";144,8;128,86;115,42;115,42;106,27;103,9;0;50,94;49,1;47,77;47,97;46,08;-0,774548453052307
"405";7307;7307;191200;"Sulawesi Selatan";"Sinjai";165,6;165,6;165,6;165,6;165,6;165,6;0;49,22;43,99;44,34;45,75;45,57;NA
"406";7308;7311;190700;"Sulawesi Selatan";"Bone";191,2;191,2;191,2;191,2;183,85;150,19;0;48,1;45,61;47,01;48,91;48,02;-0,259207212109721
"407";7309;7308;190100;"Sulawesi Selatan";"Maros";168,4;157,93;157,93;157,93;157,93;128,04;0;46,36;46,99;44,14;51,27;48,91;-0,516628542508478
"408";7310;7309;190200;"Sulawesi Selatan";"Pangkajene Kepulauan";168,4;168,4;168,4;168,4;168,4;168,4;0;43,97;46,18;49,54;48,34;44,46;NA
"409";7311;7310;190600;"Sulawesi Selatan";"Barru";180,4;180,4;180,4;180,4;162,65;118,52;0;53,79;58,32;61;57,16;60,81;-0,307750442730118
"410";7312;7312;190900;"Sulawesi Selatan";"Soppeng";131,2;131,2;131,2;131,2;131,2;131,2;0;53,36;53,92;56,71;56,7;57,18;NA
"411";7313;7313;190800;"Sulawesi Selatan";"Wajo";179,2;179,2;179,2;179,2;179,2;179,2;0;46,05;48,46;43,73;50,13;52,01;NA
"412";7314;7314;191500;"Sulawesi Selatan";"Sidenreng Rappang";119,2;119,2;119,2;119,2;119,2;119,2;0;58,27;55,33;49,91;53,67;56,72;NA
"413";7315;7315;191400;"Sulawesi Selatan";"Pinrang";179,2;179,2;179,2;179,2;161,57;119,16;0;59,58;60,17;55,8;60,41;59,27;-0,27509837805105
"414";7316;7316;191600;"Sulawesi Selatan";"Enrekang";150;150;150;150;144,23;117,21;0;52,21;45,9;48,38;47,63;47,66;-0,217893006967668
"415";7317;7317;191700;"Sulawesi Selatan";"Luwu";203,2;192,23;192,23;192,23;187,71;188,41;0;48,98;54,9;48,57;51,48;54,86;-0,939239301908044
"416";7318;7318;191800;"Sulawesi Selatan";"Tana Toraja";150;150;150;150;150;150;0;43,77;43,88;47;47,53;43,69;NA
"417";7322;7322;192400;"Sulawesi Selatan";"Luwu Utara";202;185,25;185,25;185,25;169,57;121,03;0;47,6;46,09;39,53;51,33;50,46;-0,566929870449151
"418";7324;7325;192600;"Sulawesi Selatan";"Luwu Timur";202;202;202;202;195,1;148,53;0;53,29;50,78;58,9;59,92;53,55;-0,202230037285039
"419";7326;7326;192700;"Sulawesi Selatan";"Toraja Utara";150;150;150;150;150;150;0;40,25;45,3;43,78;43,73;42,48;NA
"420";7371;7371;196000;"Sulawesi Selatan";"Kota Makassar";131,78;131,78;131,78;131,78;127,18;101,55;0;48,18;47,89;44,89;43,19;47,31;-0,24803482361598
"421";7372;7372;196100;"Sulawesi Selatan";"Kota Pare Pare";155,2;155,2;155,2;155,2;155,2;133,99;0;57,55;46,06;43,52;43,66;48,28;-0,204632655788239
"422";7373;7373;196200;"Sulawesi Selatan";"Kota Palopo";211,2;211,2;211,2;211,2;198,94;158,05;0;62,76;64,17;53,75;63,93;62,3;-0,277805683860649
"423";7401;7404;200400;"Sulawesi Tenggara";"Kolaka";129,85;129,85;129,85;129,85;132,84;0;0;42,58;44,68;46,97;46,19;43,28;-0,153949465607976
"424";7402;7403;200100;"Sulawesi Tenggara";"Konawe";153,19;153,19;153,19;153,19;159,31;0;0;37,36;38,27;40,08;38,53;39,64;-0,216740173372964
"425";7403;7402;200200;"Sulawesi Tenggara";"Muna";174,4;174,4;174,4;174,4;174,4;174,4;0;32,64;27,63;25,22;34,2;29,16;NA
"426";7404;7401;200300;"Sulawesi Tenggara";"Buton";164,4;155,93;155,93;155,93;158,47;149,33;0;36,48;34,11;28,06;35,92;36,16;-0,784427883364034
"427";7405;7405;200500;"Sulawesi Tenggara";"Konawe Selatan";176,8;176,8;176,8;176,8;168,79;138,18;0;31,46;33,87;32,06;39,07;37,23;-0,358294098822064
"428";7406;7406;200700;"Sulawesi Tenggara";"Bombana";178,8;178,8;178,8;178,8;178,8;152,25;0;42,43;43,85;43,19;47,97;44,07;-0,19263221382617
"429";7407;7407;200600;"Sulawesi Tenggara";"Wakatobi";135,6;135,6;135,6;135,6;135,6;135,6;0;0;0;0;0;0;NA
"430";7408;7408;200800;"Sulawesi Tenggara";"Kolaka Utara";153,2;151,32;151,32;151,32;151,89;153,2;0;39,39;41,68;43,85;40,14;39,26;-0,655132136197271
"431";7409;7410;200900;"Sulawesi Tenggara";"Konawe Utara";172,4;172,4;172,4;172,4;162,39;139,82;0;28,95;36,71;33,93;35,2;40,43;-0,439225812333903
"432";7410;7409;201000;"Sulawesi Tenggara";"Buton Utara";169,6;169,6;169,6;169,6;169,6;129,06;0;36,34;29,77;31,26;35,85;31,5;-0,144631806131906
"433";7411;7411;201100;"Sulawesi Tenggara";"Kolaka Timur";127,35;127,35;127,35;127,35;130,25;130,59;0;44,13;42,39;45,11;45,5;47,37;0,380886904096989
"434";7412;7412;201200;"Sulawesi Tenggara";"Konawe Kepulauan";146,52;146,52;146,52;146,52;159,31;0;0;37,59;38,3;38,7;41,99;35,54;-0,0803363828969265
"435";7413;7413;201300;"Sulawesi Tenggara";"Muna Barat";174,4;174,4;174,4;174,4;174,4;174,4;0;33,22;35,8;35,14;38,45;35,54;NA
"436";7414;7414;201600;"Sulawesi Tenggara";"Buton Tengah";164,4;155,93;155,93;155,93;158,47;164,4;0;0;0;0;40,52;31,07;0,342854618715669
"437";7415;7415;201400;"Sulawesi Tenggara";"Buton Selatan";164,4;155,93;155,93;155,93;158,47;0;0;20;27,12;23,3;33,43;0;0,567782474608206
"438";7471;7471;206000;"Sulawesi Tenggara";"Kota Kendari";141,47;128,44;128,44;128,44;116,5;81,06;0;35,64;39,37;33,3;33,02;37,63;-0,512541788070139
"439";7472;7472;206100;"Sulawesi Tenggara";"Kota Bau Bau";194,8;194,8;194,8;194,8;194,8;194,8;0;37,89;44,14;37,2;40,83;43,45;NA
"440";7501;7502;300200;"Gorontalo";"Gorontalo";133,01;114,92;103,21;103,21;94,04;0;0;48,27;46,64;46,89;44,98;55,22;-0,572824543773142
"441";7502;7501;300100;"Gorontalo";"Boalemo";122,4;122,4;122,4;122,4;122,4;103,62;0;42,06;43,79;44,81;45,78;47,2;-0,265113293885519
"442";7503;7504;300400;"Gorontalo";"Bone Bolango";147,2;147,2;147,2;147,2;147,2;106,75;0;54,56;49,19;48,89;59,77;55,02;-0,230459207626546
"443";7504;7503;300300;"Gorontalo";"Pahuwato";161,6;161,6;161,6;161,6;161,6;161,6;0;50,79;52,58;47,67;54,3;47;NA
"444";7505;7505;300500;"Gorontalo";"Gorontalo Utara";137,6;137,6;137,6;137,6;134,37;126,01;0;43,34;45,28;44,05;46,77;43,64;-0,249294164762813
"445";7571;7571;306000;"Gorontalo";"Kota Gorontalo";115,02;98,9;87,82;87,82;78,75;60,13;0;55,37;53,14;54,39;54,78;53,14;-0,695349386961336
"446";7601;7605;330200;"Sulawesi Barat";"Pasangkayu";176,8;176,8;176,8;176,8;176,8;176,8;0;38,66;39,13;46,73;46,21;48,37;NA
"447";7602;7604;330100;"Sulawesi Barat";"Mamuju";136,13;145,13;145,13;145,13;145,13;200,4;0;39,2;48,44;51,91;53,09;45,81;0,29263830468319
"448";7603;7603;330400;"Sulawesi Barat";"Mamasa";154;154;154;154;147,02;0;0;43,44;40,04;42,32;40,68;40,05;-0,172594649500601
"449";7604;7602;330300;"Sulawesi Barat";"Polewali Mandar";141,48;140,81;140,81;140,81;140,81;124,13;0;54,93;51,07;59,33;56,75;58,63;-0,288386967555808
"450";7605;7601;330500;"Sulawesi Barat";"Majene";221,2;216,08;216,08;216,08;217,62;186,55;0;36,81;44,1;41,82;51,23;48,39;-0,418237730463731
"451";7606;7606;330600;"Sulawesi Barat";"Mamuju Tengah";134,04;166,13;166,13;166,13;161,71;200,4;0;44,14;51,07;47,01;47,87;44,25;0,684108717225306
"452";8101;8103;210100;"Maluku";"Maluku Tengah";171,52;154,81;154,81;154,81;154,81;184,12;0;35,52;38,59;40,97;39,9;39,5;-0,333320427246082
"453";8102;8102;210200;"Maluku";"Maluku Tenggara";179,2;169;169;169;172,06;0;0;21,07;17,37;18,15;33,4;0;0,535684326921829
"454";8103;8101;210400;"Maluku";"Kepulauan Tanimbar";181,2;181,2;181,2;181,2;181,2;181,2;0;27,45;28,06;12,32;38,6;21,3;NA
"455";8104;8104;210300;"Maluku";"Buru";129,58;133,55;136,55;136,55;135,08;179,6;0;43,51;38,22;37,52;42,3;38;0,254445842663772
"456";8105;8107;210600;"Maluku";"Seram Bagian Timur";104,37;114,73;114,73;114,73;125,19;0;0;39,93;37,37;35,73;37,7;39,8;-0,143788991447894
"457";8106;8106;210500;"Maluku";"Seram Bagian Barat";165,8;170,18;170,18;170,18;170,18;179,26;0;43,27;30,86;32,83;49,2;38,4;0,513974202544463
"458";8107;8105;210700;"Maluku";"Kepulauan Aru";186;186;186;186;186;0;0;0;0;0;0;0;NA
"459";8108;8108;210800;"Maluku";"Maluku Barat Daya";223,2;223,2;223,2;223,2;223,2;201,32;0;40,16;17,2;18,33;33,5;0;0,536672924973322
"460";8109;8109;210900;"Maluku";"Buru Selatan";155,2;155,2;155,2;155,2;155,2;155,2;0;0;0;0;0;0;NA
"461";8171;8171;216000;"Maluku";"Kota Ambon";108,03;109,59;105,02;105,02;98,33;115,27;0;0;0;0;0;0;NA
"462";8172;8172;216100;"Maluku";"Kota Tual";168;168;168;168;168;0;0;0;0;0;0;24,1;-1
"463";8201;8201;270300;"Maluku Utara";"Halmahera Barat";144,4;143,18;143,18;143,18;143,55;0;0;30;31,25;32,38;36,67;38,21;-0,35797242783153
"464";8202;8202;270200;"Maluku Utara";"Halmahera Tengah";75,2;75,2;75,2;75,2;75,2;0;0;45,57;40,29;38,18;35,41;33,07;-0,0295615224242975
"465";8203;8205;270400;"Maluku Utara";"Halmahera Utara";184,04;170,58;162,74;162,74;155,67;140,85;0;38,75;29,46;35;39,53;37,1;-0,725981165210868
"466";8204;8204;270500;"Maluku Utara";"Halmahera Selatan";224,4;213,82;213,82;213,82;216,99;224,4;0;37,87;34,98;36,47;39,52;31,34;-0,703065583028554
"467";8205;8203;270700;"Maluku Utara";"Kepulauan Sula";152,93;152,37;152,37;152,37;157,17;0;0;31,78;23,64;33,21;29,62;39,69;-0,467156549905544
"468";8206;8206;270600;"Maluku Utara";"Halmahera Timur";173,2;173,2;173,2;173,2;173,2;173,2;0;32,25;33,69;49,23;33,35;38,52;NA
"469";8207;8207;270800;"Maluku Utara";"Pulau Morotai";120,69;119,61;118,44;118,44;120,36;129,24;0;19,08;30,82;34,11;47,76;40,26;0,247857338149734
"470";8208;8208;270100;"Maluku Utara";"Pulau Taliabu";152,93;152,37;152,37;152,37;161,05;219,2;0;38,57;0;0;0;0;-0,232201567821097
"471";8271;8271;276000;"Maluku Utara";"Kota Ternate";119,85;111,93;104,49;104,49;101,89;97,44;0;0;0;0;0;0;NA
