"";"Kode.Dagri";"Kode.BPS";"Kode.Geo";"Nama.Provinsi";"Nama.Kabupaten.Kota";"IRBI.2017";"IRBI.2018";"IRBI.2019";"IRBI.2020";"IRBI.2021";"IRBI.2022";"Y_2017";"Y_2018";"Y_2019";"Y_2020";"Y_2021";"Y_2022";"korel"
"472";8272;8272;276100;"Maluku Utara";"Kota Tidore Kepulauan";164,4;159,9;159,9;159,9;161,25;164,4;0;36;27,25;37,82;0;0;-0,838613949811954
"473";9101;9401;250700;"Papua";"Merauke";170;170;170;170;170;0;0;42,62;43,77;31,4;44,27;39,08;-0,159172093898501
"474";9102;9402;250800;"Papua";"Jayawijaya";115,2;115,2;115,2;115,2;115,2;0;0;40,65;37,86;31,32;34,21;38,42;-0,25712415406235
"475";9103;9403;250100;"Papua";"Jayapura";203,2;203,2;203,2;203,2;203,2;0;0;40,84;39,29;33,62;43,22;28,28;0,07914531161993
"476";9104;9404;250900;"Papua";"Nabire";168,38;162,06;162,06;162,06;162,06;0;0;41,74;41,44;31,89;41,91;40,64;-0,263216813198923
"477";9105;9408;250300;"Papua";"Kepulauan Yapen";85;83,48;83,48;83,48;83,48;0;0;0;0;0;0;0;NA
"478";9106;9409;250200;"Papua";"Biak Numfor";138,4;138,4;138,4;138,4;138,4;0;0;0;0;0;0;0;NA
"479";9107;9411;251100;"Papua";"Puncak Jaya";117,2;117,2;117,2;117,2;117,2;0;0;0;0;0;0;0;NA
"480";9108;9410;251000;"Papua";"Paniai";116,8;116,8;116,8;116,8;116,8;0;0;0;0;0;0;0;NA
"481";9109;9412;251200;"Papua";"Mimika";138,8;138,8;138,8;138,8;138,8;0;0;40,96;35,41;33,46;0;0;0,443882793638723
"482";9110;9419;251900;"Papua";"Sarmi";171,6;166,98;166,98;166,98;166,98;0;0;43,53;41,84;31,5;37,54;37,18;-0,184390830265827
"483";9111;9420;252000;"Papua";"Keerom";127,2;127,2;127,2;127,2;127,2;127,2;0;41,8;36,91;36,33;42,68;36,86;NA
"484";9112;9417;251700;"Papua";"Pegunungan Bintang";126,4;126,4;126,4;126,4;126,4;0;0;0;0;0;0;0;NA
"485";9113;9416;251600;"Papua";"Yahukimo";132,8;132,8;132,8;132,8;132,8;0;0;0;0;0;0;0;NA
"486";9114;9418;251800;"Papua";"Tolikara";114;114;114;114;114;0;0;0;0;0;0;0;NA
"487";9115;9426;252600;"Papua";"Waropen";140;140;140;140;140;0;0;35,89;45;34,13;43,89;38,55;-0,165597588957138
"488";9116;9413;251300;"Papua";"Boven Digoel";133,2;133,2;133,2;133,2;133,2;0;0;0;0;46,82;41,14;36,03;-0,328798241078643
"489";9117;9414;251400;"Papua";"Mappi";126,4;126,4;126,4;126,4;126,4;0;0;0;27,14;36,1;0;0;0,311571705323483
"490";9118;9415;251500;"Papua";"Asmat";123,2;123,2;123,2;123,2;123,2;0;0;0;0;0;0;0;NA
"491";9119;9427;252700;"Papua";"Supiori";92,4;92,4;92,4;92,4;92,4;0;0;0;0;0;0;0;NA
"492";9120;9428;252800;"Papua";"Mamberamo Raya";165,6;165,6;165,6;165,6;165,6;0;0;0;0;0;0;0;NA
"493";9121;9431;253100;"Papua";"Mamberamo Tengah";44,8;44,8;44,8;44,8;44,8;0;0;0;0;0;0;0;NA
"494";9122;9432;253200;"Papua";"Yalimo";95,6;95,6;95,6;95,6;95,6;0;0;0;0;0;0;0;NA
"495";9123;9430;253000;"Papua";"Lanny Jaya";91,2;91,2;91,2;91,2;91,2;0;0;0;0;0;0;0;NA
"496";9124;9429;252900;"Papua";"Nduga";96,4;96,4;96,4;96,4;96,4;0;0;0;0;0;0;0;NA
"497";9125;9433;253300;"Papua";"Puncak";99,6;99,6;99,6;99,6;99,6;0;0;0;0;0;0;0;NA
"498";9126;9434;253400;"Papua";"Dogiyai";123,6;123,6;123,6;123,6;123,6;0;0;0;0;0;0;0;NA
"499";9127;9435;253600;"Papua";"Intan Jaya";67,2;67,2;67,2;67,2;67,2;0;0;0;0;0;0;0;NA
"500";9128;9436;253500;"Papua";"Deiyai";108,4;108,4;108,4;108,4;108,4;0;0;0;0;0;0;0;NA
"501";9171;9471;256000;"Papua";"Kota Jayapura";155,59;143,94;143,94;143,94;128,86;80,66;0;43,59;40,38;31,33;35,86;37,3;-0,375504492583916
"502";9201;9107;320700;"Papua Barat";"Sorong";183,2;183,2;183,2;183,2;183,2;0;0;34,18;34,4;24,05;33,66;37,75;-0,360030308538544
"503";9202;9105;320500;"Papua Barat";"Manokwari";144,77;146,96;146,96;146,96;146,96;0;0;28,49;41,79;32,9;40,48;44,24;-0,372193961187207
"504";9203;9101;320100;"Papua Barat";"Fak Fak";105,2;105,2;105,2;105,2;105,2;105,2;0;0;41,63;36,74;0;40,46;NA
"505";9204;9106;320600;"Papua Barat";"Sorong Selatan";178,8;178,8;178,8;178,8;178,8;178,8;0;0;48,98;0;39,1;41,63;NA
"506";9205;9108;320800;"Papua Barat";"Raja Ampat";136,86;135,75;135,75;135,75;153,91;0;0;30;41,63;27,16;27,67;31,45;-0,17534978667667
"507";9206;9104;320400;"Papua Barat";"Teluk Bintuni";166,8;166,8;166,8;166,8;166,8;0;0;23,03;35,81;35,28;37,9;39,15;-0,344106683166927
"508";9207;9103;320300;"Papua Barat";"Teluk Wondama";147,2;147,2;147,2;147,2;143,74;0;0;30;42,66;32,12;38,91;37,72;-0,243879936632006
"509";9208;9102;320200;"Papua Barat";"Kaimana";122;122;122;122;122;122;0;0;0;0;0;0;NA
"510";9209;9109;320500;"Papua Barat";"Tambrauw";118,4;118,4;118,4;118,4;118,4;0;0;0;0;0;0;0;NA
"511";9210;9110;321000;"Papua Barat";"Maybrat";88;88;88;88;88;0;0;0;0;0;0;0;NA
"512";9211;9111;321200;"Papua Barat";"Manokwari Selatan";125,45;152,06;152,06;152,06;160,35;191,6;0;28,8;53,77;36,58;55,42;49,56;0,72624375693178
"513";9212;9112;321100;"Papua Barat";"Pegunungan Arfak";125,45;152,06;152,06;152,06;160,35;0;0;0;0;0;0;0;NA
"514";9271;9171;326000;"Papua Barat";"Kota Sorong";181,78;176,25;176,25;176,25;176,25;0;0;0;0;0;0;0;NA
